CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Marital_Status,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,age_group,inactivity_ratio,trans_intensity,Total_Trans_Amt_log,Total_Trans_Ct_log,Credit_Limit_log,Gender_F,Gender_M,Gender_missing,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Education_Level_missing,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Income_Category_missing,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Card_Category_missing
719674533,Existing Customer,48,3,Single,44,5,1,3,16794.0,1527,0.912,4040,76,0.689,0.091,41-50,0.022727272727272728,1.7272727272727273,8.304247465078474,4.343805421853684,9.728836502046393,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
716535408,Existing Customer,43,3,Married,32,3,1,3,12219.0,1462,0.558,3843,69,0.605,0.12,41-50,0.03125,2.15625,8.254268770090183,4.248495242049359,9.410829232725586,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
710319108,Existing Customer,54,2,Married,47,4,2,3,1804.0,1298,0.758,4542,73,0.921,0.72,51-60,0.0425531914893617,1.553191489361702,8.421342865759403,4.30406509320417,7.498315870766981,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
714777858,Existing Customer,60,2,Married,36,6,3,2,2343.0,2066,0.72,4858,69,0.917,0.882,51-60,0.08333333333333333,1.9166666666666667,8.488587934405903,4.248495242049359,7.759614150696903,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
769974258,Existing Customer,44,3,Single,38,5,2,3,19724.0,0,0.644,3830,82,0.673,0.0,41-50,0.05263157894736842,2.1578947368421053,8.25088114470065,4.418840607796598,9.889642145714076,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
717819633,Existing Customer,49,3,Married,42,6,1,2,3949.0,1463,1.072,4124,57,0.839,0.37,41-50,0.023809523809523808,1.3571428571428572,8.324821298768782,4.060443010546419,8.281470857895167,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
712953483,Attrited Customer,64,0,Single,36,1,3,4,1682.0,0,0.75,1811,39,0.5,0.0,60+,0.08333333333333333,1.0833333333333333,7.502186486602924,3.6888794541139363,7.428333194190806,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
779029458,Attrited Customer,54,1,Single,35,4,3,3,1724.0,0,0.67,2725,47,0.424,0.0,51-60,0.08571428571428572,1.3428571428571427,7.9105906122564775,3.871201010907891,7.45298232946546,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
721321383,Existing Customer,50,3,Married,41,3,3,2,2372.0,1148,0.872,4418,80,0.818,0.484,41-50,0.07317073170731707,1.951219512195122,8.39366870513074,4.394449154672439,7.771910256435763,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
716973333,Existing Customer,40,3,Married,28,3,3,2,4642.0,1676,0.615,5080,76,0.81,0.361,31-40,0.10714285714285714,2.7142857142857144,8.533263371593732,4.343805421853684,8.443115988019922,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
709946658,Existing Customer,49,4,Single,30,5,3,3,2765.0,1211,0.736,4629,58,0.706,0.438,41-50,0.1,1.9333333333333333,8.440312147080279,4.07753744390572,7.925157512224703,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
709243533,Existing Customer,49,2,Single,41,5,3,2,2555.0,1815,0.847,4552,75,0.829,0.71,41-50,0.07317073170731707,1.829268292682927,8.423541635334782,4.330733340286331,7.846198815497425,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
709999308,Existing Customer,51,3,Married,40,3,2,2,3150.0,0,0.75,3477,78,0.857,0.0,51-60,0.05,1.95,8.154212694914229,4.3694478524670215,8.055475141757274,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
712389108,Existing Customer,43,2,Married,36,6,3,2,2570.0,2107,0.651,4058,83,0.766,0.82,41-50,0.08333333333333333,2.3055555555555554,8.308691916838898,4.430816798843313,7.852050207265889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
712305333,Existing Customer,59,0,Single,53,4,2,2,4386.0,2505,0.806,4064,65,0.806,0.571,51-60,0.03773584905660377,1.2264150943396226,8.310169021981912,4.189654742026425,8.386400901166214,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
812785158,Existing Customer,42,4,Married,37,4,3,2,2411.0,1797,0.607,4331,63,0.5,0.745,41-50,0.08108108108108109,1.7027027027027026,8.37378460812088,4.1588830833596715,7.788211557847076,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
765459858,Attrited Customer,47,3,Divorced,40,4,4,3,6397.0,0,0.632,2511,56,0.556,0.0,41-50,0.1,1.4,7.828834527588089,4.04305126783455,8.763740720509464,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
714894708,Attrited Customer,53,1,Unknown,45,4,4,2,23958.0,2517,0.702,2777,45,0.552,0.105,51-60,0.08888888888888889,1.0,7.9294865233142895,3.828641396489095,10.08409931513136,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
711296508,Existing Customer,49,3,Single,42,5,2,3,2608.0,2455,0.886,4776,85,0.889,0.941,41-50,0.047619047619047616,2.0238095238095237,8.471568013389962,4.454347296253507,7.866722285136729,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
795713058,Existing Customer,45,3,Married,39,3,1,2,4409.0,1753,0.55,4292,76,0.652,0.398,41-50,0.02564102564102564,1.9487179487179487,8.36474106822456,4.343805421853684,8.391629968440892,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
789487308,Existing Customer,48,2,Single,39,3,2,2,10033.0,0,0.644,4106,78,0.902,0.0,41-50,0.05128205128205128,2.0,8.320448113956559,4.3694478524670215,9.213734605044198,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
720130233,Attrited Customer,48,2,Single,36,4,3,1,1641.0,0,0.791,2536,45,0.364,0.0,41-50,0.08333333333333333,1.25,7.838737559599282,3.828641396489095,7.403670290012373,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
789047208,Existing Customer,57,2,Single,45,4,1,3,2454.0,1610,1.036,4983,79,0.795,0.656,51-60,0.022222222222222223,1.7555555555555555,8.51398806046729,4.382026634673881,7.805882040228621,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
715864983,Existing Customer,56,2,Married,43,5,2,2,1978.0,0,0.641,4870,83,0.844,0.0,51-60,0.046511627906976744,1.930232558139535,8.491054533806542,4.430816798843313,7.590346945602565,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
708765933,Existing Customer,46,2,Married,36,3,2,2,5464.0,887,0.554,4866,81,0.62,0.162,41-50,0.05555555555555555,2.25,8.490233009833455,4.406719247264253,8.60611940061064,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
809320908,Existing Customer,42,3,Single,37,3,3,3,5951.0,0,0.742,4160,84,0.867,0.0,41-50,0.08108108108108109,2.27027027027027,8.333510708982942,4.442651256490317,8.691482576512929,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
779324358,Existing Customer,49,2,Single,31,6,1,3,2381.0,1603,0.687,4013,79,0.756,0.673,41-50,0.03225806451612903,2.5483870967741935,8.297543529356284,4.382026634673881,7.775695749915245,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
713730108,Existing Customer,48,4,Divorced,38,3,2,2,11596.0,1258,0.426,4686,67,0.675,0.108,41-50,0.05263157894736842,1.763157894736842,8.452547997922705,4.219507705176107,9.358501722956703,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
711783483,Existing Customer,55,3,Single,46,4,3,2,5162.0,984,0.842,3562,72,0.895,0.191,51-60,0.06521739130434782,1.565217391304348,8.178358165605836,4.290459441148391,8.54927308487965,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
719294433,Existing Customer,63,1,Single,55,4,3,1,16312.0,520,0.806,4366,68,0.659,0.032,60+,0.05454545454545454,1.2363636363636363,8.381831553485561,4.23410650459726,9.699717614936302,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
718279008,Attrited Customer,44,3,Single,36,5,2,3,25276.0,0,0.849,2282,38,0.583,0.0,41-50,0.05555555555555555,1.0555555555555556,7.733245646529795,3.6635616461296463,10.13765017033277,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
721238508,Existing Customer,38,3,Single,26,3,3,3,1939.0,1484,0.576,4790,77,0.75,0.765,31-40,0.11538461538461539,2.9615384615384617,8.474494436883122,4.356708826689592,7.570443252057374,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
709365483,Existing Customer,45,2,Divorced,36,5,3,3,2788.0,1826,0.521,4437,67,0.595,0.655,41-50,0.08333333333333333,1.8611111111111112,8.39795910349254,4.219507705176107,7.933438387627489,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
718477983,Existing Customer,54,3,Married,42,4,2,3,1438.3,1108,0.782,4776,90,0.765,0.77,51-60,0.047619047619047616,2.142857142857143,8.471568013389962,4.51085950651685,7.271912163268625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
719809533,Existing Customer,59,0,Married,36,6,1,4,2448.0,1969,0.713,5066,84,0.75,0.804,51-60,0.027777777777777776,2.3333333333333335,8.53050420547591,4.442651256490317,7.803435056952168,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
717239133,Existing Customer,52,1,Married,40,5,3,1,10317.0,642,0.553,3939,60,0.875,0.062,51-60,0.075,1.5,8.27893600229198,4.110873864173311,9.241645221804594,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
814091058,Attrited Customer,38,1,Single,33,6,2,3,3119.0,2517,0.722,2492,50,0.515,0.807,31-40,0.06060606060606061,1.5151515151515151,7.821242083523558,3.9318256327243257,8.045588280803528,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
710555433,Attrited Customer,42,4,Single,36,6,2,2,2803.0,0,0.623,2216,40,0.6,0.0,41-50,0.05555555555555555,1.1111111111111112,7.7039102096163115,3.713572066704308,7.938802248154481,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
770956158,Existing Customer,43,4,Unknown,30,3,2,1,2397.0,2151,0.839,4140,68,0.744,0.897,41-50,0.06666666666666667,2.2666666666666666,8.328692583545568,4.23410650459726,7.7823903355874595,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
718263108,Attrited Customer,44,3,Divorced,32,3,3,2,1693.0,1457,0.919,2829,42,0.615,0.861,41-50,0.09375,1.3125,7.948031990637284,3.7612001156935624,7.434847875211999,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
715984908,Existing Customer,52,2,Married,36,4,3,2,2866.0,1882,0.803,4850,84,0.826,0.657,51-60,0.08333333333333333,2.3333333333333335,8.486940148245216,4.442651256490317,7.96102146588337,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
711020358,Existing Customer,52,3,Unknown,36,5,2,2,2498.0,1650,0.673,4434,79,0.837,0.661,51-60,0.05555555555555555,2.1944444444444446,8.39728289474368,4.382026634673881,7.823645930834952,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
788769783,Existing Customer,42,4,Divorced,23,6,1,3,1878.0,1024,0.76,4707,74,0.897,0.545,41-50,0.043478260869565216,3.217391304347826,8.457018468380168,4.31748811353631,7.538494999413465,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
715496808,Existing Customer,53,1,Married,36,6,3,3,2712.0,2487,0.571,4159,69,0.683,0.917,51-60,0.08333333333333333,1.9166666666666667,8.333270353255308,4.248495242049359,7.905810312658931,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
779931783,Attrited Customer,52,2,Single,38,6,3,3,34516.0,0,0.639,2213,47,0.382,0.0,51-60,0.07894736842105263,1.236842105263158,7.7025561132685825,3.871201010907891,10.44920723527944,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
818763033,Existing Customer,34,3,Married,29,6,1,1,6169.0,2517,1.117,4794,71,0.69,0.408,31-40,0.034482758620689655,2.4482758620689653,8.475328987317539,4.276666119016055,8.727454116899434,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
711953358,Existing Customer,51,2,Married,35,4,2,2,6205.0,2264,0.773,4605,88,0.725,0.365,51-60,0.05714285714285714,2.5142857142857142,8.43511508038063,4.48863636973214,8.733271845008325,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
716485308,Existing Customer,43,2,Unknown,36,4,3,3,1780.0,1541,0.839,5008,93,0.722,0.866,41-50,0.08333333333333333,2.5833333333333335,8.518991573357617,4.543294782270004,7.484930283289661,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
716432658,Existing Customer,48,3,Married,36,5,2,1,1438.3,0,0.646,4490,65,0.625,0.0,41-50,0.05555555555555555,1.8055555555555556,8.409830673087738,4.189654742026425,7.271912163268625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
712691883,Attrited Customer,41,2,Married,36,3,2,2,2811.0,2404,0.491,2245,41,0.464,0.855,41-50,0.05555555555555555,1.1388888888888888,7.716906135298388,3.7376696182833684,7.941651252930556,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
712611108,Attrited Customer,59,1,Single,53,5,6,2,7501.0,2517,0.663,2280,49,0.531,0.336,51-60,0.11320754716981132,0.9245283018867925,7.732369222284388,3.912023005428146,8.922924930641832,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
716245833,Existing Customer,62,1,Unknown,36,6,3,2,2856.0,2517,0.615,4473,67,0.489,0.881,60+,0.08333333333333333,1.8611111111111112,8.406038142050075,4.219507705176107,7.957527402230773,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
780052008,Existing Customer,37,3,Single,22,4,2,2,29898.0,1414,0.453,3883,68,0.7,0.047,31-40,0.09090909090909091,3.090909090909091,8.264620829411216,4.23410650459726,10.305580314003434,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
709759908,Existing Customer,46,2,Married,36,4,2,2,1939.0,685,0.421,4327,84,0.68,0.353,41-50,0.05555555555555555,2.3333333333333335,8.372860820526318,4.442651256490317,7.570443252057374,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
788667408,Existing Customer,50,2,Married,21,6,1,1,2965.0,1819,0.796,4475,66,0.692,0.613,41-50,0.047619047619047616,3.142857142857143,8.406485069431817,4.204692619390966,7.994969522697877,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
721449408,Existing Customer,40,4,Single,25,6,2,1,2812.0,2029,0.634,4763,74,0.762,0.722,31-40,0.08,2.96,8.46884293047519,4.31748811353631,7.9420068084898565,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
708316008,Attrited Customer,59,1,Single,36,3,2,3,10031.0,0,0.238,1792,29,0.074,0.0,51-60,0.05555555555555555,0.8055555555555556,7.491645473605133,3.4011973816621555,9.213535262872702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
714655758,Existing Customer,62,0,Divorced,36,6,3,2,4049.0,0,0.567,4003,73,0.659,0.0,60+,0.08333333333333333,2.0277777777777777,8.295049140435111,4.30406509320417,8.306472160100585,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
711846183,Attrited Customer,38,3,Single,26,3,2,3,2669.0,0,0.67,2271,31,0.722,0.0,31-40,0.07692307692307693,1.1923076923076923,7.7284157798410416,3.4657359027997265,7.8898337513942955,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
720612333,Attrited Customer,44,3,Single,28,6,2,2,1951.0,0,0.772,2697,45,0.731,0.0,41-50,0.07142857142857142,1.6071428571428572,7.900266036767701,3.828641396489095,7.5766097669730375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
714673833,Existing Customer,59,1,Single,36,3,3,1,1528.0,0,0.669,4411,77,0.833,0.0,51-60,0.08333333333333333,2.138888888888889,8.392083380373393,4.356708826689592,7.332369205929062,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
710525508,Attrited Customer,48,2,Married,36,6,3,3,1438.3,455,0.626,2090,50,0.562,0.316,41-50,0.08333333333333333,1.3888888888888888,7.645397699428633,3.9318256327243257,7.271912163268625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
757854858,Attrited Customer,50,2,Married,43,4,3,4,3143.0,0,0.764,2297,37,0.321,0.0,41-50,0.06976744186046512,0.8604651162790697,7.739794458408701,3.6375861597263857,8.053251153549096,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
714658233,Existing Customer,46,5,Unknown,37,4,3,3,1438.3,725,0.715,3916,79,0.795,0.504,41-50,0.08108108108108109,2.135135135135135,8.27308133366583,4.382026634673881,7.271912163268625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
716381808,Existing Customer,43,2,Single,36,4,4,1,8406.0,0,0.743,3820,75,0.63,0.0,41-50,0.1111111111111111,2.0833333333333335,8.2482674474469,4.330733340286331,9.036819971135296,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
720831783,Existing Customer,50,0,Unknown,36,3,2,1,2242.0,888,0.661,4708,81,0.558,0.396,41-50,0.05555555555555555,2.25,8.457230850243555,4.406719247264253,7.715569534520208,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
714319233,Attrited Customer,44,5,Divorced,36,3,3,6,6538.0,0,0.556,2132,33,0.571,0.0,41-50,0.08333333333333333,0.9166666666666666,7.665284718471351,3.5263605246161616,8.785539527561276,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
718178583,Existing Customer,42,2,Married,29,3,3,1,4710.0,1604,0.607,4663,78,0.814,0.341,41-50,0.10344827586206896,2.689655172413793,8.447628728030327,4.3694478524670215,8.45765547870004,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
708886533,Existing Customer,50,1,Single,41,4,1,3,13032.0,1701,0.904,4348,77,0.878,0.131,41-50,0.024390243902439025,1.8780487804878048,8.37770121259764,4.356708826689592,9.47523988153072,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
716239383,Existing Customer,45,4,Married,36,5,2,2,2225.0,0,0.611,4138,85,0.771,0.0,41-50,0.05555555555555555,2.361111111111111,8.328209491748732,4.454347296253507,7.70796153183549,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
714672933,Existing Customer,52,3,Married,36,6,4,2,3143.0,2268,0.801,4417,84,0.68,0.722,51-60,0.1111111111111111,2.3333333333333335,8.393442383980062,4.442651256490317,8.053251153549096,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
809954133,Existing Customer,49,2,Married,44,6,1,3,5013.0,0,0.822,5223,84,0.909,0.0,41-50,0.022727272727272728,1.9090909090909092,8.561018670956267,4.442651256490317,8.519989278718239,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
714855108,Existing Customer,60,0,Married,50,6,0,1,3466.0,973,0.652,4073,69,0.605,0.281,51-60,0.0,1.38,8.31238059678675,4.248495242049359,8.151044945685024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
718730283,Existing Customer,38,2,Married,18,5,3,3,1686.0,1206,0.767,4891,68,0.511,0.715,31-40,0.16666666666666666,3.7777777777777777,8.495356496807062,4.23410650459726,7.430707082545968,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
709232808,Attrited Customer,44,3,Divorced,34,2,3,2,1689.0,0,0.202,1588,37,0.276,0.0,41-50,0.08823529411764706,1.088235294117647,7.370860166536716,3.6375861597263857,7.432483807917119,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
804428958,Existing Customer,47,1,Married,42,3,2,1,1626.0,0,0.783,4847,78,1.053,0.0,41-50,0.047619047619047616,1.8571428571428572,8.48632152774915,4.3694478524670215,7.394493107219038,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
711474333,Attrited Customer,57,2,Single,51,3,5,2,1614.0,0,0.241,1690,38,0.357,0.0,51-60,0.09803921568627451,0.7450980392156863,7.43307534889858,3.6635616461296463,7.387090235656757,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
720070383,Existing Customer,41,3,Single,29,6,3,3,2429.0,1966,1.046,4775,84,0.787,0.809,41-50,0.10344827586206896,2.896551724137931,8.471358655072438,4.442651256490317,7.795646536334594,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
720322008,Existing Customer,35,2,Married,15,4,2,1,1438.3,834,0.684,4551,82,0.64,0.58,31-40,0.13333333333333333,5.466666666666667,8.423321975806166,4.418840607796598,7.271912163268625,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
714527433,Attrited Customer,39,4,Married,30,5,2,2,17523.0,0,0.424,1974,54,0.688,0.0,31-40,0.06666666666666667,1.8,7.5883236773352225,4.007333185232471,9.771326648933789,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
789267633,Existing Customer,54,2,Married,43,3,4,1,2573.0,1760,0.676,4404,93,0.824,0.684,51-60,0.09302325581395349,2.1627906976744184,8.39049553837028,4.543294782270004,7.853216388156072,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
714523383,Existing Customer,43,3,Single,33,3,2,2,2900.0,2122,0.631,4656,59,1.458,0.732,41-50,0.06060606060606061,1.7878787878787878,8.446126742982377,4.0943445622221,7.972810784121404,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
713996283,Existing Customer,32,2,Single,36,4,5,1,2352.0,2176,0.857,5209,93,0.755,0.925,31-40,0.1388888888888889,2.5833333333333335,8.558335134747413,4.543294782270004,7.763446388727362,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
714557583,Existing Customer,58,2,Single,36,6,4,0,2212.0,1902,0.691,4976,79,0.975,0.86,51-60,0.1111111111111111,2.1944444444444446,8.512582578858554,4.382026634673881,7.70210434005105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
714014733,Attrited Customer,33,2,Single,36,4,3,2,9642.0,1431,0.561,2172,33,0.571,0.148,31-40,0.08333333333333333,0.9166666666666666,7.6838639802564295,3.5263605246161616,9.173987542510384,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
779065458,Existing Customer,56,1,Married,37,4,1,3,9257.0,0,0.722,4212,72,0.895,0.0,51-60,0.02702702702702703,1.945945945945946,8.345930261979017,4.290459441148391,9.133243321591216,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
712733958,Attrited Customer,46,2,Single,36,6,3,3,1731.0,0,0.529,2304,46,1.0,0.0,41-50,0.08333333333333333,1.2777777777777777,7.742835955430749,3.8501476017100584,7.4570320891223805,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
719231583,Existing Customer,61,1,Unknown,49,6,2,2,16929.0,1838,0.551,4799,79,0.519,0.109,60+,0.04081632653061224,1.6122448979591837,8.476371196895983,4.382026634673881,9.736842475127181,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
778801608,Existing Customer,50,2,Married,39,6,4,2,3606.0,1862,0.689,3568,92,0.804,0.516,41-50,0.10256410256410256,2.358974358974359,8.18004072349016,4.532599493153256,8.19063168090354,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
720728133,Existing Customer,44,4,Single,33,4,3,3,1714.0,0,0.849,4180,71,0.919,0.0,41-50,0.09090909090909091,2.1515151515151514,8.338305731356565,4.276666119016055,7.44716835960004,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
718153233,Existing Customer,46,3,Married,36,3,2,2,23512.0,1562,0.632,3764,60,0.538,0.066,41-50,0.05555555555555555,1.6666666666666667,8.233503140233994,4.110873864173311,10.065308738667605,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
716122008,Attrited Customer,44,3,Married,35,3,3,2,1855.0,0,0.988,2544,27,0.929,0.0,41-50,0.08571428571428572,0.7714285714285715,7.841885928984623,3.332204510175204,7.526178913346146,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
714960408,Attrited Customer,44,3,Single,34,4,3,1,1605.0,890,0.742,2722,45,0.5,0.555,41-50,0.08823529411764706,1.3235294117647058,7.909489492673759,3.828641396489095,7.381501894506707,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
772382283,Attrited Customer,46,3,Married,36,3,3,3,2302.0,1593,0.671,2689,49,0.324,0.692,41-50,0.08333333333333333,1.3611111111111112,7.897296472595885,3.912023005428146,7.741967899820685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
817236708,Existing Customer,42,3,Married,25,6,2,3,13546.0,1720,0.538,3943,73,0.698,0.127,41-50,0.08,2.92,8.279950715722526,4.30406509320417,9.513920399580737,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
